LOKALNYID,ULICA_LOKALNYID,ULICA_NAZWA,NUMER_ADR,KOD_POCZTOWY,ETYKIETA_NAZWA_SKROCONA
pa_59686,ul_1577,ul. Jana Parandowskiego,35,54-622,Parandowskiego 35
pa_38050,ul_1577,ul. Jana Parandowskiego,37,54-622,Parandowskiego 37
pa_44624,ul_1577,ul. Jana Parandowskiego,39,54-622,Parandowskiego 39
pa_26985,ul_1577,ul. Jana Parandowskiego,41,54-622,Parandowskiego 41
pa_36082,ul_1577,ul. Jana Parandowskiego,43,54-622,Parandowskiego 43
pa_27564,ul_1577,ul. Jana Parandowskiego,45,54-622,Parandowskiego 45
pa_50749,ul_1577,ul. Jana Parandowskiego,47,54-622,Parandowskiego 47
pa_23409,ul_1577,ul. Jana Parandowskiego,49,54-622,Parandowskiego 49
pa_44698,ul_1577,ul. Jana Parandowskiego,5,54-622,Parandowskiego 5
pa_25666,ul_1577,ul. Jana Parandowskiego,51,54-622,Parandowskiego 51
pa_16819,ul_1577,ul. Jana Parandowskiego,53,54-622,Parandowskiego 53
pa_27555,ul_1577,ul. Jana Parandowskiego,55,54-622,Parandowskiego 55
pa_24885,ul_1577,ul. Jana Parandowskiego,57,54-622,Parandowskiego 57
pa_10239,ul_1577,ul. Jana Parandowskiego,59,54-622,Parandowskiego 59
pa_48628,ul_1577,ul. Jana Parandowskiego,7,54-622,Parandowskiego 7
pa_10385,ul_1577,ul. Jana Parandowskiego,9,54-622,Parandowskiego 9
pa_9570,ul_1653,ul. Parkowa,10,51-616,Parkowa 10
pa_35624,ul_1653,ul. Parkowa,10a,51-616,Parkowa 10a
pa_30391,ul_1653,ul. Parkowa,10b,51-616,Parkowa 10b
pa_52169,ul_1653,ul. Parkowa,11,51-616,Parkowa 11
pa_11238,ul_1653,ul. Parkowa,12,51-616,Parkowa 12
pa_19207,ul_1653,ul. Parkowa,1-3,51-616,Parkowa 1-3
pa_56316,ul_1653,ul. Parkowa,13,51-616,Parkowa 13
pa_7039,ul_1653,ul. Parkowa,14-16,51-616,Parkowa 14-16
pa_10774,ul_1653,ul. Parkowa,15,51-616,Parkowa 15
pa_24004,ul_1653,ul. Parkowa,17,51-616,Parkowa 17
pa_54509,ul_1653,ul. Parkowa,18-26,51-616,Parkowa 18-26
pa_25454,ul_1653,ul. Parkowa,19,51-616,Parkowa 19
pa_37354,ul_1653,ul. Parkowa,2,51-616,Parkowa 2
pa_29463,ul_1653,ul. Parkowa,21,51-616,Parkowa 21
pa_26391,ul_1653,ul. Parkowa,25,51-616,Parkowa 25
pa_50744,ul_1653,ul. Parkowa,25a,51-616,Parkowa 25a
pa_39829,ul_1653,ul. Parkowa,25b,51-616,Parkowa 25b
pa_47815,ul_1653,ul. Parkowa,27,51-616,Parkowa 27
pa_7839,ul_1653,ul. Parkowa,28,51-616,Parkowa 28
pa_35450,ul_1653,ul. Parkowa,30,51-616,Parkowa 30
pa_29702,ul_1653,ul. Parkowa,30a,51-616,Parkowa 30a
pa_41318,ul_1653,ul. Parkowa,32,51-616,Parkowa 32
pa_51695,ul_1653,ul. Parkowa,34,51-616,Parkowa 34
pa_10263,ul_1653,ul. Parkowa,36,51-616,Parkowa 36
pa_19983,ul_1653,ul. Parkowa,38-40,51-616,Parkowa 38-40
pa_30124,ul_1653,ul. Parkowa,4,51-616,Parkowa 4
pa_48408,ul_1653,ul. Parkowa,42,51-616,Parkowa 42
pa_11048,ul_1653,ul. Parkowa,44,51-616,Parkowa 44
pa_8455,ul_1653,ul. Parkowa,46,51-616,Parkowa 46
pa_44340,ul_1653,ul. Parkowa,48,51-616,Parkowa 48
pa_36638,ul_1653,ul. Parkowa,5,51-616,Parkowa 5
pa_27815,ul_1653,ul. Parkowa,6,51-616,Parkowa 6
pa_24792,ul_1653,ul. Parkowa,7,51-616,Parkowa 7
pa_51378,ul_1653,ul. Parkowa,8,51-616,Parkowa 8
pa_57320,ul_1653,ul. Parkowa,9,51-616,Parkowa 9
pa_12390,ul_669,ul. Teodora Parnickiego,1,51-116,Parnickiego 1
pa_54173,ul_669,ul. Teodora Parnickiego,10,51-116,Parnickiego 10
pa_35966,ul_669,ul. Teodora Parnickiego,11,51-116,Parnickiego 11
pa_34478,ul_669,ul. Teodora Parnickiego,12,51-116,Parnickiego 12
pa_17245,ul_669,ul. Teodora Parnickiego,13,51-116,Parnickiego 13
pa_42813,ul_669,ul. Teodora Parnickiego,14,51-116,Parnickiego 14
pa_46237,ul_669,ul. Teodora Parnickiego,15,51-116,Parnickiego 15
pa_5884,ul_669,ul. Teodora Parnickiego,16,51-116,Parnickiego 16
pa_46282,ul_669,ul. Teodora Parnickiego,17,51-116,Parnickiego 17
pa_48579,ul_669,ul. Teodora Parnickiego,18,51-116,Parnickiego 18
pa_33944,ul_669,ul. Teodora Parnickiego,19,51-116,Parnickiego 19
pa_23098,ul_669,ul. Teodora Parnickiego,2,51-116,Parnickiego 2
pa_10545,ul_669,ul. Teodora Parnickiego,20,51-116,Parnickiego 20
pa_54026,ul_669,ul. Teodora Parnickiego,21,51-116,Parnickiego 21
pa_51257,ul_669,ul. Teodora Parnickiego,23,51-116,Parnickiego 23
pa_55290,ul_669,ul. Teodora Parnickiego,4,51-116,Parnickiego 4
pa_37065,ul_669,ul. Teodora Parnickiego,6,51-116,Parnickiego 6
pa_57596,ul_669,ul. Teodora Parnickiego,7,51-116,Parnickiego 7
pa_22308,ul_669,ul. Teodora Parnickiego,8,51-116,Parnickiego 8
pa_19772,ul_669,ul. Teodora Parnickiego,9,51-116,Parnickiego 9
pa_2972,ul_47,ul. Parowozowa,1,52-130,Parowozowa 1
pa_2973,ul_47,ul. Parowozowa,3,52-130,Parowozowa 3
pa_2974,ul_47,ul. Parowozowa,5,52-130,Parowozowa 5
pa_2985,ul_47,ul. Parowozowa,7,52-130,Parowozowa 7
pa_2975,ul_47,ul. Parowozowa,9,52-130,Parowozowa 9
pa_15054,ul_1654,ul. Partynicka,10,53-031,Partynicka 10
pa_15056,ul_1654,ul. Partynicka,10a,53-031,Partynicka 10a
pa_39540,ul_1654,ul. Partynicka,10b,53-031,Partynicka 10b
pa_41812,ul_1654,ul. Partynicka,10c,53-031,Partynicka 10c
pa_51397,ul_1654,ul. Partynicka,13,53-031,Partynicka 13
pa_59627,ul_1654,ul. Partynicka,13a,53-031,Partynicka 13a
pa_65209,ul_1654,ul. Partynicka,14,53-031,Partynicka 14
pa_6030,ul_1654,ul. Partynicka,15,53-031,Partynicka 15
pa_15242,ul_1654,ul. Partynicka,16,53-031,Partynicka 16
pa_58634,ul_1654,ul. Partynicka,18,53-031,Partynicka 18
pa_13888,ul_1654,ul. Partynicka,20,53-031,Partynicka 20
pa_47516,ul_1654,ul. Partynicka,21,53-031,Partynicka 21
pa_32003,ul_1654,ul. Partynicka,24,53-031,Partynicka 24
pa_56536,ul_1654,ul. Partynicka,24a,53-031,Partynicka 24a
pa_38802,ul_1654,ul. Partynicka,25,53-031,Partynicka 25
pa_51076,ul_1654,ul. Partynicka,25a,53-031,Partynicka 25a
pa_41857,ul_1654,ul. Partynicka,26a,53-031,Partynicka 26a
pa_70552,ul_1654,ul. Partynicka,27,53-031,Partynicka 27
pa_70556,ul_1654,ul. Partynicka,27a,53-031,Partynicka 27a
pa_22396,ul_1654,ul. Partynicka,27b,53-031,Partynicka 27b
pa_70558,ul_1654,ul. Partynicka,27c,53-031,Partynicka 27c
pa_70559,ul_1654,ul. Partynicka,27d,53-031,Partynicka 27d
pa_37506,ul_1654,ul. Partynicka,28,53-031,Partynicka 28
pa_53672,ul_1654,ul. Partynicka,29-37,53-031,Partynicka 29-37
pa_55615,ul_1654,ul. Partynicka,3,53-031,Partynicka 3
pa_12322,ul_1654,ul. Partynicka,30,53-031,Partynicka 30
pa_6473,ul_1654,ul. Partynicka,32,53-031,Partynicka 32
pa_20779,ul_1654,ul. Partynicka,32a,53-031,Partynicka 32a
pa_6026,ul_1654,ul. Partynicka,32b,53-031,Partynicka 32b
pa_28748,ul_1654,ul. Partynicka,32c,53-031,Partynicka 32c
pa_34305,ul_1654,ul. Partynicka,32d,53-031,Partynicka 32d
pa_51373,ul_1654,ul. Partynicka,32e,53-031,Partynicka 32e
pa_23012,ul_1654,ul. Partynicka,34,53-031,Partynicka 34
pa_44409,ul_1654,ul. Partynicka,34a,53-031,Partynicka 34a
pa_6025,ul_1654,ul. Partynicka,34b,53-031,Partynicka 34b
pa_6024,ul_1654,ul. Partynicka,34c,53-031,Partynicka 34c
pa_5899,ul_1654,ul. Partynicka,34d,53-031,Partynicka 34d
pa_18597,ul_1654,ul. Partynicka,34e,53-031,Partynicka 34e
pa_58948,ul_1654,ul. Partynicka,36,53-031,Partynicka 36
pa_56686,ul_1654,ul. Partynicka,38,53-031,Partynicka 38
pa_58654,ul_1654,ul. Partynicka,39,53-031,Partynicka 39
pa_30535,ul_1654,ul. Partynicka,39a,53-031,Partynicka 39a
pa_55373,ul_1654,ul. Partynicka,39b,53-031,Partynicka 39b
pa_41929,ul_1654,ul. Partynicka,3a,53-031,Partynicka 3a
pa_26895,ul_1654,ul. Partynicka,3b,53-031,Partynicka 3b
pa_20081,ul_1654,ul. Partynicka,3c,53-031,Partynicka 3c
pa_15307,ul_1654,ul. Partynicka,3d,53-031,Partynicka 3d
pa_51829,ul_1654,ul. Partynicka,40,53-031,Partynicka 40
pa_48491,ul_1654,ul. Partynicka,42,53-031,Partynicka 42
pa_11719,ul_1654,ul. Partynicka,43,53-031,Partynicka 43
pa_4399,ul_1654,ul. Partynicka,43a,53-031,Partynicka 43a
pa_11585,ul_1654,ul. Partynicka,44,53-031,Partynicka 44
pa_46064,ul_1654,ul. Partynicka,45,53-031,Partynicka 45
pa_20444,ul_1654,ul. Partynicka,46,53-031,Partynicka 46
pa_53219,ul_1654,ul. Partynicka,47,53-031,Partynicka 47
pa_25512,ul_1654,ul. Partynicka,48,53-031,Partynicka 48
pa_17141,ul_1654,ul. Partynicka,49,53-031,Partynicka 49
pa_10884,ul_1654,ul. Partynicka,5,53-031,Partynicka 5
pa_57358,ul_1654,ul. Partynicka,50,53-031,Partynicka 50
pa_13331,ul_1654,ul. Partynicka,51,53-031,Partynicka 51
pa_7615,ul_1654,ul. Partynicka,52,53-031,Partynicka 52
pa_27651,ul_1654,ul. Partynicka,53,53-031,Partynicka 53
pa_18469,ul_1654,ul. Partynicka,54,53-031,Partynicka 54
pa_40674,ul_1654,ul. Partynicka,56,53-031,Partynicka 56
pa_32561,ul_1654,ul. Partynicka,58,53-031,Partynicka 58
pa_20118,ul_1654,ul. Partynicka,5a,53-031,Partynicka 5a
pa_15055,ul_1654,ul. Partynicka,5b,53-031,Partynicka 5b
pa_50291,ul_1654,ul. Partynicka,60,53-031,Partynicka 60
pa_37257,ul_1654,ul. Partynicka,62,53-031,Partynicka 62
pa_57001,ul_1654,ul. Partynicka,64,53-031,Partynicka 64
pa_52330,ul_1654,ul. Partynicka,66,53-031,Partynicka 66
pa_31343,ul_1654,ul. Partynicka,7,53-031,Partynicka 7
pa_28357,ul_1654,ul. Partynicka,7a,53-031,Partynicka 7a
pa_35068,ul_1654,ul. Partynicka,7b,53-031,Partynicka 7b
pa_43278,ul_1654,ul. Partynicka,7c,53-031,Partynicka 7c
pa_12511,ul_1654,ul. Partynicka,7d,53-031,Partynicka 7d
pa_13132,ul_1654,ul. Partynicka,7e,53-031,Partynicka 7e
pa_23916,ul_1654,ul. Partynicka,8,53-031,Partynicka 8
pa_46395,ul_1654,ul. Partynicka,9,53-031,Partynicka 9
pa_14221,ul_1655,ul. Partyzantów,1,51-672,Partyzantów 1
pa_10823,ul_1655,ul. Partyzantów,10,51-672,Partyzantów 10
pa_40166,ul_1655,ul. Partyzantów,101,51-679,Partyzantów 101
pa_41510,ul_1655,ul. Partyzantów,103,51-679,Partyzantów 103
pa_41071,ul_1655,ul. Partyzantów,105,51-679,Partyzantów 105
pa_25552,ul_1655,ul. Partyzantów,107,51-679,Partyzantów 107
pa_23539,ul_1655,ul. Partyzantów,109,51-679,Partyzantów 109
pa_11413,ul_1655,ul. Partyzantów,10a,51-672,Partyzantów 10a
pa_22515,ul_1655,ul. Partyzantów,10b,51-672,Partyzantów 10b
pa_51803,ul_1655,ul. Partyzantów,10c,51-672,Partyzantów 10c
pa_2411,ul_1655,ul. Partyzantów,10d,51-672,Partyzantów 10d
pa_36493,ul_1655,ul. Partyzantów,11,51-672,Partyzantów 11
pa_42536,ul_1655,ul. Partyzantów,111,51-679,Partyzantów 111
pa_9686,ul_1655,ul. Partyzantów,113,51-679,Partyzantów 113
pa_51333,ul_1655,ul. Partyzantów,115,51-679,Partyzantów 115
pa_20249,ul_1655,ul. Partyzantów,117,51-679,Partyzantów 117
pa_22960,ul_1655,ul. Partyzantów,119,51-679,Partyzantów 119
pa_26168,ul_1655,ul. Partyzantów,11a,51-672,Partyzantów 11a
pa_53203,ul_1655,ul. Partyzantów,12,51-672,Partyzantów 12
pa_37530,ul_1655,ul. Partyzantów,121,51-679,Partyzantów 121
pa_25636,ul_1655,ul. Partyzantów,123,51-679,Partyzantów 123
pa_40597,ul_1655,ul. Partyzantów,125,51-679,Partyzantów 125
pa_3774,ul_1655,ul. Partyzantów,127,51-679,Partyzantów 127
pa_39184,ul_1655,ul. Partyzantów,129,51-679,Partyzantów 129
pa_42193,ul_1655,ul. Partyzantów,12a,51-672,Partyzantów 12a
pa_23596,ul_1655,ul. Partyzantów,12b,51-672,Partyzantów 12b
pa_12927,ul_1655,ul. Partyzantów,12c,51-672,Partyzantów 12c
pa_44149,ul_1655,ul. Partyzantów,12d,51-672,Partyzantów 12d
pa_58779,ul_1655,ul. Partyzantów,13,51-672,Partyzantów 13
pa_48056,ul_1655,ul. Partyzantów,14,51-672,Partyzantów 14
pa_59092,ul_1655,ul. Partyzantów,14a,51-672,Partyzantów 14a
pa_44465,ul_1655,ul. Partyzantów,14b,51-672,Partyzantów 14b
pa_47733,ul_1655,ul. Partyzantów,15,51-672,Partyzantów 15
pa_55789,ul_1655,ul. Partyzantów,16a,51-672,Partyzantów 16a
pa_25321,ul_1655,ul. Partyzantów,17,51-672,Partyzantów 17
pa_54932,ul_1655,ul. Partyzantów,19,51-672,Partyzantów 19
pa_55444,ul_1655,ul. Partyzantów,1a,51-672,Partyzantów 1a
pa_27461,ul_1655,ul. Partyzantów,2,51-672,Partyzantów 2
pa_20629,ul_1655,ul. Partyzantów,21,51-672,Partyzantów 21
pa_15741,ul_1655,ul. Partyzantów,23,51-672,Partyzantów 23
pa_15241,ul_1655,ul. Partyzantów,25,51-672,Partyzantów 25
pa_37035,ul_1655,ul. Partyzantów,27,51-675,Partyzantów 27
pa_41519,ul_1655,ul. Partyzantów,29,51-675,Partyzantów 29
pa_50405,ul_1655,ul. Partyzantów,3,51-672,Partyzantów 3
pa_19550,ul_1655,ul. Partyzantów,31,51-675,Partyzantów 31
pa_23555,ul_1655,ul. Partyzantów,33,51-675,Partyzantów 33
pa_44735,ul_1655,ul. Partyzantów,35,51-675,Partyzantów 35
pa_7675,ul_1655,ul. Partyzantów,37,51-675,Partyzantów 37
pa_31933,ul_1655,ul. Partyzantów,39,51-675,Partyzantów 39
pa_44071,ul_1655,ul. Partyzantów,3a,51-672,Partyzantów 3a
pa_25720,ul_1655,ul. Partyzantów,3b,51-672,Partyzantów 3b
pa_13492,ul_1655,ul. Partyzantów,3c,51-672,Partyzantów 3c
pa_29638,ul_1655,ul. Partyzantów,4,51-672,Partyzantów 4
pa_19515,ul_1655,ul. Partyzantów,41,51-675,Partyzantów 41
pa_51225,ul_1655,ul. Partyzantów,43,51-675,Partyzantów 43
pa_49605,ul_1655,ul. Partyzantów,45,51-675,Partyzantów 45
pa_24725,ul_1655,ul. Partyzantów,47,51-675,Partyzantów 47
pa_43182,ul_1655,ul. Partyzantów,49,51-675,Partyzantów 49
pa_24016,ul_1655,ul. Partyzantów,5,51-672,Partyzantów 5
pa_27597,ul_1655,ul. Partyzantów,51,51-675,Partyzantów 51
pa_25726,ul_1655,ul. Partyzantów,53,51-675,Partyzantów 53
pa_33022,ul_1655,ul. Partyzantów,55,51-675,Partyzantów 55
pa_16844,ul_1655,ul. Partyzantów,57,51-675,Partyzantów 57
pa_12432,ul_1655,ul. Partyzantów,59,51-675,Partyzantów 59
pa_22773,ul_1655,ul. Partyzantów,5a,51-672,Partyzantów 5a
pa_44474,ul_1655,ul. Partyzantów,6,51-672,Partyzantów 6
pa_17383,ul_1655,ul. Partyzantów,60,51-675,Partyzantów 60
pa_36448,ul_1655,ul. Partyzantów,61,51-675,Partyzantów 61
pa_6657,ul_1655,ul. Partyzantów,63,51-675,Partyzantów 63
pa_31173,ul_1655,ul. Partyzantów,64,51-675,Partyzantów 64
pa_55201,ul_1655,ul. Partyzantów,64a,51-675,Partyzantów 64a
pa_39974,ul_1655,ul. Partyzantów,65,51-675,Partyzantów 65
pa_7024,ul_1655,ul. Partyzantów,66,51-675,Partyzantów 66
pa_24858,ul_1655,ul. Partyzantów,67,51-675,Partyzantów 67
pa_44097,ul_1655,ul. Partyzantów,68,51-675,Partyzantów 68
pa_52642,ul_1655,ul. Partyzantów,69,51-675,Partyzantów 69
pa_34991,ul_1655,ul. Partyzantów,7,51-672,Partyzantów 7
pa_48743,ul_1655,ul. Partyzantów,70,51-675,Partyzantów 70
pa_35291,ul_1655,ul. Partyzantów,71,51-675,Partyzantów 71
pa_7829,ul_1655,ul. Partyzantów,72,51-675,Partyzantów 72
pa_41178,ul_1655,ul. Partyzantów,73,51-675,Partyzantów 73
pa_47263,ul_1655,ul. Partyzantów,74,51-675,Partyzantów 74
pa_58303,ul_1655,ul. Partyzantów,75,51-675,Partyzantów 75
pa_42511,ul_1655,ul. Partyzantów,76,51-675,Partyzantów 76
pa_12431,ul_1655,ul. Partyzantów,77,51-675,Partyzantów 77
pa_35620,ul_1655,ul. Partyzantów,78,51-675,Partyzantów 78
pa_15233,ul_1655,ul. Partyzantów,79,51-675,Partyzantów 79
pa_50630,ul_1655,ul. Partyzantów,7a,51-672,Partyzantów 7a
pa_55095,ul_1655,ul. Partyzantów,8,51-672,Partyzantów 8
pa_42763,ul_1655,ul. Partyzantów,80,51-675,Partyzantów 80
pa_24074,ul_1655,ul. Partyzantów,81,51-675,Partyzantów 81
pa_39674,ul_1655,ul. Partyzantów,82,51-675,Partyzantów 82
pa_42463,ul_1655,ul. Partyzantów,83,51-675,Partyzantów 83
pa_50099,ul_1655,ul. Partyzantów,84,51-675,Partyzantów 84
pa_29501,ul_1655,ul. Partyzantów,85,51-675,Partyzantów 85
pa_22207,ul_1655,ul. Partyzantów,86,51-675,Partyzantów 86
pa_25132,ul_1655,ul. Partyzantów,87,51-675,Partyzantów 87
pa_34442,ul_1655,ul. Partyzantów,88,51-675,Partyzantów 88
pa_67421,ul_1655,ul. Partyzantów,88a,51-672,Partyzantów 88a
pa_56548,ul_1655,ul. Partyzantów,89,51-675,Partyzantów 89
pa_8081,ul_1655,ul. Partyzantów,9,51-672,Partyzantów 9
pa_6598,ul_1655,ul. Partyzantów,90,51-675,Partyzantów 90
pa_56390,ul_1655,ul. Partyzantów,91,51-675,Partyzantów 91
pa_44282,ul_1655,ul. Partyzantów,92,51-675,Partyzantów 92
pa_37125,ul_1655,ul. Partyzantów,93,51-675,Partyzantów 93
pa_11677,ul_1655,ul. Partyzantów,94,51-675,Partyzantów 94
pa_8658,ul_1655,ul. Partyzantów,95,51-675,Partyzantów 95
pa_25209,ul_1655,ul. Partyzantów,97,51-675,Partyzantów 97
pa_33392,ul_1655,ul. Partyzantów,99,51-679,Partyzantów 99
pa_42442,ul_1655,ul. Partyzantów,9a,51-672,Partyzantów 9a
pa_31032,ul_1656,ul. Paryska,1,51-215,Paryska 1
pa_24430,ul_1656,ul. Paryska,10,51-215,Paryska 10
pa_56880,ul_1656,ul. Paryska,11,51-215,Paryska 11
pa_8199,ul_1656,ul. Paryska,12,51-215,Paryska 12
pa_7477,ul_1656,ul. Paryska,13,51-215,Paryska 13
pa_52398,ul_1656,ul. Paryska,14,51-215,Paryska 14
pa_35050,ul_1656,ul. Paryska,15,51-215,Paryska 15
pa_30231,ul_1656,ul. Paryska,16,51-215,Paryska 16
pa_20274,ul_1656,ul. Paryska,17,51-215,Paryska 17
pa_26879,ul_1656,ul. Paryska,18,51-215,Paryska 18
pa_34058,ul_1656,ul. Paryska,19,51-215,Paryska 19
pa_36819,ul_1656,ul. Paryska,1a,51-215,Paryska 1a
pa_13749,ul_1656,ul. Paryska,2,51-215,Paryska 2
pa_38904,ul_1656,ul. Paryska,20,51-215,Paryska 20
pa_42659,ul_1656,ul. Paryska,21,51-215,Paryska 21
pa_7904,ul_1656,ul. Paryska,22,51-215,Paryska 22
pa_49532,ul_1656,ul. Paryska,24,51-215,Paryska 24
pa_37428,ul_1656,ul. Paryska,26,51-215,Paryska 26
pa_52037,ul_1656,ul. Paryska,28,51-215,Paryska 28
pa_9594,ul_1656,ul. Paryska,3,51-215,Paryska 3
pa_14948,ul_1656,ul. Paryska,30,51-215,Paryska 30
pa_26347,ul_1656,ul. Paryska,4,51-215,Paryska 4
pa_43070,ul_1656,ul. Paryska,5,51-215,Paryska 5
pa_39006,ul_1656,ul. Paryska,6,51-215,Paryska 6
pa_14212,ul_1656,ul. Paryska,7,51-215,Paryska 7
pa_32923,ul_1656,ul. Paryska,8,51-215,Paryska 8
pa_10540,ul_1656,ul. Paryska,9,51-215,Paryska 9
pa_79974,ul_2950,pasaż Adolfa Radinga,11,54-115,pasaż Radinga 11
pa_75669,ul_2950,pasaż Adolfa Radinga,3,54-115,pasaż Radinga 3
pa_79952,ul_2950,pasaż Adolfa Radinga,5,54-115,pasaż Radinga 5
pa_75670,ul_2950,pasaż Adolfa Radinga,6,54-115,pasaż Radinga 6
pa_79972,ul_2950,pasaż Adolfa Radinga,7,54-115,pasaż Radinga 7
pa_75677,ul_2950,pasaż Adolfa Radinga,8,54-115,pasaż Radinga 8
pa_79973,ul_2950,pasaż Adolfa Radinga,9,54-115,pasaż Radinga 9
pa_37162,ul_1657,ul. Pasieczna,1,54-108,Pasieczna 1
pa_35680,ul_1657,ul. Pasieczna,10,54-108,Pasieczna 10
pa_32499,ul_1657,ul. Pasieczna,11,54-108,Pasieczna 11
pa_15318,ul_1657,ul. Pasieczna,12,54-108,Pasieczna 12
pa_18323,ul_1657,ul. Pasieczna,13,54-108,Pasieczna 13
pa_44172,ul_1657,ul. Pasieczna,14,54-108,Pasieczna 14
pa_48358,ul_1657,ul. Pasieczna,15,54-108,Pasieczna 15
pa_34147,ul_1657,ul. Pasieczna,16,54-108,Pasieczna 16
pa_15140,ul_1657,ul. Pasieczna,17,54-108,Pasieczna 17
pa_58891,ul_1657,ul. Pasieczna,18,54-108,Pasieczna 18
pa_49875,ul_1657,ul. Pasieczna,19,54-108,Pasieczna 19
pa_28652,ul_1657,ul. Pasieczna,2,54-108,Pasieczna 2
pa_8161,ul_1657,ul. Pasieczna,20,54-108,Pasieczna 20
pa_30606,ul_1657,ul. Pasieczna,21,54-108,Pasieczna 21
pa_42042,ul_1657,ul. Pasieczna,22,54-108,Pasieczna 22
pa_29163,ul_1657,ul. Pasieczna,23,54-108,Pasieczna 23
pa_40275,ul_1657,ul. Pasieczna,23a,54-108,Pasieczna 23a
pa_53660,ul_1657,ul. Pasieczna,24,54-108,Pasieczna 24
pa_50228,ul_1657,ul. Pasieczna,25,54-108,Pasieczna 25
pa_18117,ul_1657,ul. Pasieczna,26,54-108,Pasieczna 26
pa_43515,ul_1657,ul. Pasieczna,27,54-108,Pasieczna 27
pa_58467,ul_1657,ul. Pasieczna,28,54-108,Pasieczna 28
pa_53412,ul_1657,ul. Pasieczna,29,54-108,Pasieczna 29
pa_13652,ul_1657,ul. Pasieczna,3,54-108,Pasieczna 3
pa_46265,ul_1657,ul. Pasieczna,30,54-108,Pasieczna 30
pa_11652,ul_1657,ul. Pasieczna,31,54-108,Pasieczna 31
pa_12876,ul_1657,ul. Pasieczna,32,54-108,Pasieczna 32
pa_30658,ul_1657,ul. Pasieczna,33,54-108,Pasieczna 33
pa_7924,ul_1657,ul. Pasieczna,34,54-108,Pasieczna 34
pa_33336,ul_1657,ul. Pasieczna,35,54-108,Pasieczna 35
pa_20335,ul_1657,ul. Pasieczna,36,54-108,Pasieczna 36
pa_41300,ul_1657,ul. Pasieczna,37,54-108,Pasieczna 37
pa_45667,ul_1657,ul. Pasieczna,38,54-108,Pasieczna 38
pa_53363,ul_1657,ul. Pasieczna,39,54-108,Pasieczna 39
pa_46564,ul_1657,ul. Pasieczna,4,54-108,Pasieczna 4
pa_32792,ul_1657,ul. Pasieczna,40,54-108,Pasieczna 40
pa_17333,ul_1657,ul. Pasieczna,41,54-108,Pasieczna 41
pa_46712,ul_1657,ul. Pasieczna,42,54-108,Pasieczna 42
pa_24307,ul_1657,ul. Pasieczna,43,54-108,Pasieczna 43
pa_47026,ul_1657,ul. Pasieczna,44,54-108,Pasieczna 44
pa_19827,ul_1657,ul. Pasieczna,45,54-108,Pasieczna 45
pa_7038,ul_1657,ul. Pasieczna,46,54-108,Pasieczna 46
pa_47264,ul_1657,ul. Pasieczna,47,54-108,Pasieczna 47
pa_41891,ul_1657,ul. Pasieczna,48,54-108,Pasieczna 48
pa_49514,ul_1657,ul. Pasieczna,49,54-108,Pasieczna 49
pa_32597,ul_1657,ul. Pasieczna,5,54-108,Pasieczna 5
pa_10133,ul_1657,ul. Pasieczna,50,54-108,Pasieczna 50
pa_50559,ul_1657,ul. Pasieczna,51,54-108,Pasieczna 51
pa_42035,ul_1657,ul. Pasieczna,52,54-108,Pasieczna 52
pa_53049,ul_1657,ul. Pasieczna,53,54-108,Pasieczna 53
pa_31163,ul_1657,ul. Pasieczna,54,54-108,Pasieczna 54
pa_36766,ul_1657,ul. Pasieczna,55,54-108,Pasieczna 55
pa_48519,ul_1657,ul. Pasieczna,56,54-108,Pasieczna 56
pa_57216,ul_1657,ul. Pasieczna,57,54-108,Pasieczna 57
pa_26639,ul_1657,ul. Pasieczna,58,54-108,Pasieczna 58
pa_36138,ul_1657,ul. Pasieczna,59,54-108,Pasieczna 59
pa_26253,ul_1657,ul. Pasieczna,6,54-108,Pasieczna 6
pa_17797,ul_1657,ul. Pasieczna,60,54-108,Pasieczna 60
pa_28093,ul_1657,ul. Pasieczna,7,54-108,Pasieczna 7
pa_39333,ul_1657,ul. Pasieczna,8,54-108,Pasieczna 8
pa_15722,ul_1657,ul. Pasieczna,9,54-108,Pasieczna 9
pa_28693,ul_163,ul. Pasłęcka,1,54-116,Pasłęcka 1
pa_34815,ul_163,ul. Pasłęcka,10,54-116,Pasłęcka 10
pa_35373,ul_163,ul. Pasłęcka,11,54-116,Pasłęcka 11
pa_53938,ul_163,ul. Pasłęcka,12,54-116,Pasłęcka 12
pa_4556,ul_163,ul. Pasłęcka,14,54-116,Pasłęcka 14
pa_1155,ul_163,ul. Pasłęcka,15,54-116,Pasłęcka 15
pa_45830,ul_163,ul. Pasłęcka,2,54-116,Pasłęcka 2
pa_35599,ul_163,ul. Pasłęcka,3,54-116,Pasłęcka 3
pa_37364,ul_163,ul. Pasłęcka,4,54-116,Pasłęcka 4
pa_13575,ul_163,ul. Pasłęcka,5,54-116,Pasłęcka 5
pa_58509,ul_163,ul. Pasłęcka,6,54-116,Pasłęcka 6
pa_16081,ul_163,ul. Pasłęcka,7,54-116,Pasłęcka 7
pa_57444,ul_163,ul. Pasłęcka,8,54-116,Pasłęcka 8
pa_53931,ul_163,ul. Pasłęcka,9,54-116,Pasłęcka 9
pa_51566,ul_1148,ul. Pasterska,1,50-304,Pasterska 1
pa_16885,ul_1148,ul. Pasterska,1a,50-304,Pasterska 1a
